interaction_id,customer_id,service_id,service_name,date,season,rating,urgency_score,days_since_last_service,completed,repeat_booking
I01560,C0243,S09,Preventive Maintenance Plan,2023-11-06,fall,4,6,536,True,False
I01561,C0137,S05,Rodent Control,2025-12-06,winter,4,5,371,True,False
I01562,C0424,S06,Scorpion Control,2023-05-28,spring,4,4,83,True,False
I01563,C0112,S07,Ant & Cockroach Treatment,2025-01-10,winter,5,6,336,True,False
I01564,C0047,S03,Termite Treatment,2025-05-17,spring,4,10,462,True,False
I01565,C0192,S02,Termite Inspection,2026-04-30,spring,5,6,430,True,False
I01566,C0398,S09,Preventive Maintenance Plan,2025-08-29,summer,5,6,591,True,False
I01567,C0302,S02,Termite Inspection,2026-03-06,spring,5,5,624,True,False
I01568,C0061,S01,General Pest Control,2023-12-26,winter,3,5,170,True,True
I01569,C0402,S02,Termite Inspection,2024-10-29,fall,4,4,178,True,False
I01570,C0279,S01,General Pest Control,2025-03-07,spring,5,5,619,True,False
I01571,C0390,S10,Emergency Pest Response,2025-09-17,fall,5,7,181,True,False
I01572,C0407,S09,Preventive Maintenance Plan,2024-07-15,summer,4,5,128,False,False
I01573,C0426,S01,General Pest Control,2024-04-10,spring,5,4,83,True,False
I01574,C0428,S09,Preventive Maintenance Plan,2025-02-17,winter,4,7,672,True,False
I01575,C0460,S01,General Pest Control,2024-10-04,fall,3,5,276,False,False
I01576,C0086,S06,Scorpion Control,2025-05-05,spring,4,7,414,False,True
I01577,C0120,S07,Ant & Cockroach Treatment,2024-09-19,fall,5,5,121,True,False
I01578,C0168,S07,Ant & Cockroach Treatment,2024-04-16,spring,3,5,406,True,False
I01579,C0157,S01,General Pest Control,2025-11-22,fall,4,7,530,True,True
I01580,C0494,S03,Termite Treatment,2023-10-01,fall,3,9,616,True,False
I01581,C0384,S09,Preventive Maintenance Plan,2023-11-20,fall,1,5,637,True,True
I01582,C0089,S02,Termite Inspection,2025-11-20,fall,5,4,158,True,True
I01583,C0013,S08,Commercial Pest Management,2023-12-01,winter,3,5,580,True,False
I01584,C0075,S09,Preventive Maintenance Plan,2023-07-07,summer,5,6,572,True,False
I01585,C0022,S08,Commercial Pest Management,2023-09-30,fall,5,7,581,True,False
I01586,C0304,S02,Termite Inspection,2025-04-16,spring,3,5,704,True,True
I01587,C0078,S05,Rodent Control,2024-01-28,winter,3,4,214,True,False
I01588,C0367,S02,Termite Inspection,2026-03-19,spring,4,7,241,True,False
I01589,C0133,S03,Termite Treatment,2023-05-12,spring,5,6,65,True,False
I01590,C0198,S08,Commercial Pest Management,2024-07-02,summer,4,7,463,True,True
I01591,C0473,S02,Termite Inspection,2025-12-18,winter,4,6,561,True,False
I01592,C0246,S06,Scorpion Control,2024-07-20,summer,3,8,565,True,True
I01593,C0192,S03,Termite Treatment,2026-01-10,winter,4,8,131,True,True
I01594,C0092,S04,Bed Bug Treatment,2024-09-05,fall,4,6,250,True,False
I01595,C0276,S02,Termite Inspection,2025-04-14,spring,5,6,397,True,True
I01596,C0438,S03,Termite Treatment,2024-09-08,fall,5,9,420,True,False
I01597,C0160,S03,Termite Treatment,2026-01-31,winter,3,7,115,True,True
I01598,C0161,S03,Termite Treatment,2023-10-18,fall,2,10,674,True,True
I01599,C0064,S05,Rodent Control,2024-12-07,winter,4,5,691,True,False
I01600,C0352,S05,Rodent Control,2023-07-28,summer,3,5,197,True,False
I01601,C0326,S05,Rodent Control,2024-11-06,fall,5,6,474,True,False
I01602,C0318,S01,General Pest Control,2024-04-17,spring,4,6,142,True,True
I01603,C0095,S01,General Pest Control,2025-11-05,fall,4,5,685,True,False
I01604,C0308,S09,Preventive Maintenance Plan,2025-02-03,winter,5,5,261,True,True
I01605,C0372,S03,Termite Treatment,2023-11-01,fall,5,7,257,True,True
I01606,C0289,S05,Rodent Control,2023-07-10,summer,4,6,343,True,False
I01607,C0370,S05,Rodent Control,2024-10-03,fall,4,6,571,True,False
I01608,C0444,S05,Rodent Control,2025-04-25,spring,3,4,79,True,False
I01609,C0160,S08,Commercial Pest Management,2025-01-06,winter,5,5,215,True,False
I01610,C0465,S04,Bed Bug Treatment,2024-02-15,winter,3,8,442,True,False
I01611,C0210,S03,Termite Treatment,2025-02-28,winter,4,9,555,True,False
I01612,C0368,S08,Commercial Pest Management,2025-08-21,summer,4,6,84,True,False
I01613,C0034,S02,Termite Inspection,2026-04-13,spring,3,6,285,True,False
I01614,C0016,S10,Emergency Pest Response,2025-04-10,spring,3,9,509,True,False
I01615,C0286,S09,Preventive Maintenance Plan,2023-11-12,fall,5,7,563,True,False
I01616,C0164,S09,Preventive Maintenance Plan,2026-03-30,spring,3,5,342,True,False
I01617,C0111,S09,Preventive Maintenance Plan,2024-09-24,fall,5,5,679,True,False
I01618,C0130,S03,Termite Treatment,2026-01-20,winter,4,8,116,True,False
I01619,C0482,S09,Preventive Maintenance Plan,2023-05-25,spring,3,5,40,True,False
I01620,C0355,S05,Rodent Control,2025-01-10,winter,2,7,723,True,False
I01621,C0255,S06,Scorpion Control,2025-10-19,fall,5,5,661,True,False
I01622,C0083,S06,Scorpion Control,2025-03-28,spring,3,5,383,False,True
I01623,C0135,S06,Scorpion Control,2024-06-17,summer,3,9,570,False,False
I01624,C0046,S07,Ant & Cockroach Treatment,2024-03-07,spring,3,5,566,True,False
I01625,C0011,S03,Termite Treatment,2024-12-22,winter,4,8,166,True,True
I01626,C0489,S01,General Pest Control,2023-09-10,fall,4,5,145,True,False
I01627,C0197,S02,Termite Inspection,2024-04-03,spring,4,5,582,True,True
I01628,C0491,S01,General Pest Control,2024-12-26,winter,5,7,676,True,False
I01629,C0155,S09,Preventive Maintenance Plan,2026-04-07,spring,4,7,688,True,True
I01630,C0428,S06,Scorpion Control,2024-06-08,summer,4,7,529,True,False
I01631,C0260,S06,Scorpion Control,2024-01-23,winter,4,6,366,True,False
I01632,C0135,S01,General Pest Control,2024-01-20,winter,4,5,393,True,True
I01633,C0457,S04,Bed Bug Treatment,2025-11-19,fall,4,8,116,True,False
I01634,C0026,S03,Termite Treatment,2025-11-27,fall,4,8,189,True,False
I01635,C0421,S03,Termite Treatment,2026-02-08,winter,3,9,413,True,True
I01636,C0350,S04,Bed Bug Treatment,2025-02-22,winter,5,9,479,True,False
I01637,C0465,S01,General Pest Control,2024-08-27,summer,3,7,392,True,False
I01638,C0036,S02,Termite Inspection,2024-04-09,spring,4,5,224,True,True
I01639,C0286,S03,Termite Treatment,2025-03-19,spring,4,8,369,True,True
I01640,C0170,S06,Scorpion Control,2026-02-03,winter,5,4,302,True,True
I01641,C0052,S03,Termite Treatment,2024-11-29,fall,5,10,728,True,True
I01642,C0370,S05,Rodent Control,2023-09-08,fall,5,5,428,True,True
I01643,C0435,S01,General Pest Control,2025-06-11,summer,5,4,51,True,False
I01644,C0340,S03,Termite Treatment,2024-01-09,winter,5,8,724,True,False
I01645,C0020,S07,Ant & Cockroach Treatment,2026-05-04,spring,3,5,38,True,True
I01646,C0007,S04,Bed Bug Treatment,2023-12-06,winter,4,7,662,True,False
I01647,C0082,S02,Termite Inspection,2026-03-10,spring,5,5,317,True,True
I01648,C0333,S07,Ant & Cockroach Treatment,2026-01-13,winter,2,5,233,True,False
I01649,C0277,S09,Preventive Maintenance Plan,2023-05-29,spring,5,7,544,True,False
I01650,C0083,S06,Scorpion Control,2025-06-02,summer,5,6,264,True,True
I01651,C0342,S01,General Pest Control,2024-02-18,winter,3,4,226,True,True
I01652,C0410,S01,General Pest Control,2024-03-26,spring,5,7,447,True,True
I01653,C0321,S07,Ant & Cockroach Treatment,2025-07-12,summer,4,4,266,True,True
I01654,C0020,S08,Commercial Pest Management,2024-10-17,fall,5,4,341,True,True
I01655,C0499,S02,Termite Inspection,2025-08-16,summer,3,9,389,True,False
I01656,C0024,S01,General Pest Control,2024-11-07,fall,4,6,83,True,True
I01657,C0023,S03,Termite Treatment,2024-11-15,fall,4,8,513,True,False
I01658,C0328,S09,Preventive Maintenance Plan,2025-09-20,fall,4,6,402,True,False
I01659,C0133,S01,General Pest Control,2024-08-19,summer,3,6,43,True,False
I01660,C0313,S09,Preventive Maintenance Plan,2023-08-16,summer,4,7,400,True,True
I01661,C0479,S03,Termite Treatment,2024-08-30,summer,4,10,410,True,False
I01662,C0038,S09,Preventive Maintenance Plan,2025-12-27,winter,4,6,163,True,False
I01663,C0305,S02,Termite Inspection,2024-04-26,spring,4,7,630,True,True
I01664,C0496,S01,General Pest Control,2025-09-04,fall,4,7,589,True,True
I01665,C0121,S09,Preventive Maintenance Plan,2025-09-18,fall,4,6,236,True,True
I01666,C0458,S04,Bed Bug Treatment,2023-10-06,fall,4,8,288,False,True
I01667,C0209,S09,Preventive Maintenance Plan,2024-09-13,fall,4,7,489,True,False
I01668,C0386,S02,Termite Inspection,2025-09-29,fall,2,5,545,True,False
I01669,C0488,S03,Termite Treatment,2025-05-29,spring,5,7,162,True,False
I01670,C0301,S07,Ant & Cockroach Treatment,2025-02-12,winter,4,6,437,True,False
I01671,C0121,S09,Preventive Maintenance Plan,2026-01-26,winter,3,4,106,True,True
I01672,C0369,S03,Termite Treatment,2026-03-07,spring,4,8,651,True,True
I01673,C0115,S01,General Pest Control,2024-09-17,fall,4,5,615,False,False
I01674,C0450,S03,Termite Treatment,2023-12-04,winter,4,10,545,True,False
I01675,C0377,S02,Termite Inspection,2026-03-06,spring,4,6,255,True,False
I01676,C0459,S01,General Pest Control,2023-05-09,spring,3,5,273,True,True
I01677,C0107,S01,General Pest Control,2026-03-03,spring,4,4,314,True,False
I01678,C0248,S02,Termite Inspection,2024-05-07,spring,5,6,245,True,False
I01679,C0246,S06,Scorpion Control,2026-04-25,spring,5,7,677,False,True
I01680,C0420,S08,Commercial Pest Management,2023-09-21,fall,4,6,300,True,False
I01681,C0433,S09,Preventive Maintenance Plan,2025-09-27,fall,5,5,331,True,True
I01682,C0193,S03,Termite Treatment,2025-06-11,summer,4,8,316,True,False
I01683,C0057,S01,General Pest Control,2025-01-03,winter,5,7,703,True,False
I01684,C0293,S06,Scorpion Control,2024-01-30,winter,5,7,671,True,False
I01685,C0204,S02,Termite Inspection,2025-10-18,fall,4,5,482,True,False
I01686,C0355,S08,Commercial Pest Management,2024-04-14,spring,5,5,434,True,True
I01687,C0483,S07,Ant & Cockroach Treatment,2023-06-07,summer,5,6,474,True,True
I01688,C0062,S03,Termite Treatment,2025-12-16,winter,5,6,210,True,False
I01689,C0045,S09,Preventive Maintenance Plan,2025-10-18,fall,4,6,214,True,False
I01690,C0387,S06,Scorpion Control,2026-03-11,spring,5,5,652,True,False
I01691,C0124,S01,General Pest Control,2025-11-05,fall,5,5,281,True,False
I01692,C0139,S03,Termite Treatment,2024-04-06,spring,3,9,42,True,False
I01693,C0397,S03,Termite Treatment,2025-05-29,spring,4,6,142,True,True
I01694,C0427,S02,Termite Inspection,2023-08-01,summer,3,8,115,True,False
I01695,C0058,S07,Ant & Cockroach Treatment,2024-06-11,summer,4,4,43,True,False
I01696,C0010,S02,Termite Inspection,2023-06-29,summer,4,7,117,True,False
I01697,C0235,S07,Ant & Cockroach Treatment,2024-07-23,summer,4,5,484,True,False
I01698,C0213,S08,Commercial Pest Management,2025-11-16,fall,5,6,303,True,True
I01699,C0218,S01,General Pest Control,2024-12-03,winter,4,4,75,True,True
I01700,C0339,S05,Rodent Control,2024-05-31,spring,4,4,31,True,False
I01701,C0462,S03,Termite Treatment,2023-12-29,winter,4,7,180,True,False
I01702,C0336,S03,Termite Treatment,2025-03-28,spring,4,7,145,True,False
I01703,C0309,S02,Termite Inspection,2026-04-24,spring,3,5,134,True,True
I01704,C0039,S09,Preventive Maintenance Plan,2023-12-11,winter,5,4,116,True,False
I01705,C0293,S02,Termite Inspection,2024-07-30,summer,3,9,573,True,False
I01706,C0015,S04,Bed Bug Treatment,2024-03-15,spring,3,8,338,True,False
I01707,C0262,S02,Termite Inspection,2023-12-17,winter,5,5,136,False,False
I01708,C0079,S06,Scorpion Control,2024-08-19,summer,4,6,108,True,False
I01709,C0003,S09,Preventive Maintenance Plan,2025-02-14,winter,4,5,701,True,False
I01710,C0127,S06,Scorpion Control,2025-08-04,summer,5,7,519,True,False
I01711,C0317,S03,Termite Treatment,2026-03-28,spring,5,6,315,True,False
I01712,C0345,S02,Termite Inspection,2024-12-10,winter,5,6,356,True,False
I01713,C0318,S06,Scorpion Control,2026-03-23,spring,4,7,453,True,False
I01714,C0327,S04,Bed Bug Treatment,2025-01-08,winter,3,7,281,True,False
I01715,C0479,S04,Bed Bug Treatment,2025-09-12,fall,3,8,576,True,False
I01716,C0134,S03,Termite Treatment,2025-05-15,spring,4,9,461,True,False
I01717,C0196,S08,Commercial Pest Management,2025-07-09,summer,5,6,254,True,False
I01718,C0355,S08,Commercial Pest Management,2026-04-12,spring,4,7,401,True,True
I01719,C0278,S01,General Pest Control,2023-09-27,fall,5,4,142,True,False
I01720,C0487,S08,Commercial Pest Management,2025-05-10,spring,4,5,172,True,True
I01721,C0310,S06,Scorpion Control,2023-07-10,summer,4,8,594,True,False
I01722,C0015,S01,General Pest Control,2025-06-12,summer,5,5,176,True,False
I01723,C0294,S09,Preventive Maintenance Plan,2025-02-17,winter,4,6,464,True,True
I01724,C0219,S03,Termite Treatment,2025-06-17,summer,4,9,638,True,False
I01725,C0360,S04,Bed Bug Treatment,2023-12-23,winter,5,6,110,True,False
I01726,C0427,S02,Termite Inspection,2024-04-10,spring,5,6,216,True,True
I01727,C0316,S07,Ant & Cockroach Treatment,2025-05-05,spring,3,5,336,True,False
I01728,C0463,S07,Ant & Cockroach Treatment,2025-01-28,winter,4,4,323,True,False
I01729,C0440,S07,Ant & Cockroach Treatment,2025-10-16,fall,4,6,62,True,True
I01730,C0129,S09,Preventive Maintenance Plan,2024-10-20,fall,3,6,726,True,False
I01731,C0165,S07,Ant & Cockroach Treatment,2025-11-09,fall,4,7,615,False,False
I01732,C0139,S02,Termite Inspection,2025-12-26,winter,5,7,124,True,False
I01733,C0294,S09,Preventive Maintenance Plan,2024-05-03,spring,4,5,246,True,True
I01734,C0417,S08,Commercial Pest Management,2025-05-19,spring,4,7,602,True,False
I01735,C0245,S08,Commercial Pest Management,2024-12-22,winter,4,6,509,True,False
I01736,C0478,S01,General Pest Control,2025-11-17,fall,5,7,410,True,True
I01737,C0190,S02,Termite Inspection,2024-02-21,winter,3,4,136,True,False
I01738,C0144,S02,Termite Inspection,2025-05-08,spring,5,6,196,True,True
I01739,C0110,S02,Termite Inspection,2025-08-04,summer,4,7,41,False,False
I01740,C0035,S02,Termite Inspection,2025-05-07,spring,5,6,117,True,False
I01741,C0408,S04,Bed Bug Treatment,2025-07-24,summer,4,7,525,True,False
I01742,C0369,S09,Preventive Maintenance Plan,2023-09-22,fall,4,5,319,True,False
I01743,C0338,S03,Termite Treatment,2024-05-20,spring,4,9,430,True,False
I01744,C0238,S03,Termite Treatment,2025-08-20,summer,4,10,545,True,False
I01745,C0316,S09,Preventive Maintenance Plan,2024-06-08,summer,4,6,54,True,False
I01746,C0122,S01,General Pest Control,2024-09-01,fall,3,4,195,True,True
I01747,C0051,S01,General Pest Control,2026-04-18,spring,5,5,670,True,False
I01748,C0437,S07,Ant & Cockroach Treatment,2023-09-09,fall,4,6,174,True,False
I01749,C0344,S09,Preventive Maintenance Plan,2023-10-19,fall,3,7,558,True,False
I01750,C0220,S03,Termite Treatment,2023-07-28,summer,3,9,164,True,True
I01751,C0317,S06,Scorpion Control,2024-09-15,fall,5,5,471,True,False
I01752,C0321,S02,Termite Inspection,2026-01-20,winter,3,8,655,True,False
I01753,C0019,S02,Termite Inspection,2024-06-16,summer,4,8,672,True,True
I01754,C0304,S03,Termite Treatment,2023-12-04,winter,4,7,119,True,False
I01755,C0206,S02,Termite Inspection,2026-01-23,winter,5,4,332,True,True
I01756,C0440,S01,General Pest Control,2026-01-14,winter,5,6,501,False,False
I01757,C0113,S09,Preventive Maintenance Plan,2025-09-17,fall,5,7,482,False,False
I01758,C0151,S03,Termite Treatment,2026-02-09,winter,3,8,402,True,False
I01759,C0417,S09,Preventive Maintenance Plan,2024-02-17,winter,3,5,726,True,False
I01760,C0385,S03,Termite Treatment,2025-11-26,fall,4,9,115,True,True
I01761,C0490,S07,Ant & Cockroach Treatment,2026-01-04,winter,3,5,728,True,True
I01762,C0441,S02,Termite Inspection,2023-09-26,fall,3,6,604,True,False
I01763,C0473,S01,General Pest Control,2025-02-21,winter,3,5,414,True,False
I01764,C0180,S09,Preventive Maintenance Plan,2024-12-16,winter,3,5,715,True,False
I01765,C0263,S05,Rodent Control,2024-08-29,summer,4,6,577,True,False
I01766,C0034,S09,Preventive Maintenance Plan,2026-05-04,spring,4,6,436,True,False
I01767,C0347,S02,Termite Inspection,2023-06-01,summer,5,8,354,True,True
I01768,C0154,S03,Termite Treatment,2024-07-05,summer,4,10,315,True,False
I01769,C0143,S02,Termite Inspection,2026-05-03,spring,4,5,511,True,False
I01770,C0152,S05,Rodent Control,2024-09-12,fall,4,5,419,False,False
I01771,C0163,S02,Termite Inspection,2025-10-22,fall,4,7,470,True,False
I01772,C0495,S05,Rodent Control,2025-12-15,winter,5,6,463,True,False
I01773,C0497,S02,Termite Inspection,2025-07-10,summer,4,7,175,True,True
I01774,C0106,S05,Rodent Control,2025-10-21,fall,4,7,459,True,True
I01775,C0306,S09,Preventive Maintenance Plan,2023-07-30,summer,5,4,218,True,False
I01776,C0484,S05,Rodent Control,2024-10-25,fall,5,4,198,True,False
I01777,C0119,S03,Termite Treatment,2024-06-08,summer,4,10,516,True,False
I01778,C0317,S04,Bed Bug Treatment,2024-02-08,winter,4,8,614,True,False
I01779,C0290,S06,Scorpion Control,2025-02-02,winter,5,5,641,True,False
I01780,C0308,S03,Termite Treatment,2023-06-09,summer,5,9,354,True,False
I01781,C0291,S04,Bed Bug Treatment,2024-09-30,fall,4,7,181,False,False
I01782,C0398,S03,Termite Treatment,2025-08-08,summer,4,10,563,True,True
I01783,C0174,S03,Termite Treatment,2024-08-27,summer,2,10,158,True,True
I01784,C0269,S04,Bed Bug Treatment,2025-09-21,fall,5,7,222,True,False
I01785,C0424,S06,Scorpion Control,2025-02-06,winter,4,6,645,True,True
I01786,C0162,S07,Ant & Cockroach Treatment,2024-08-30,summer,5,5,44,True,False
I01787,C0446,S01,General Pest Control,2023-06-04,summer,4,6,344,True,False
I01788,C0267,S10,Emergency Pest Response,2024-01-08,winter,4,8,453,True,False
I01789,C0064,S09,Preventive Maintenance Plan,2026-04-19,spring,5,7,466,False,False
I01790,C0032,S05,Rodent Control,2025-05-10,spring,4,5,412,True,False
I01791,C0157,S01,General Pest Control,2023-12-27,winter,4,6,476,True,True
I01792,C0212,S08,Commercial Pest Management,2024-06-23,summer,5,5,665,False,True
I01793,C0296,S08,Commercial Pest Management,2024-07-21,summer,3,4,136,True,True
I01794,C0235,S03,Termite Treatment,2025-06-03,summer,3,10,668,True,True
I01795,C0196,S05,Rodent Control,2024-12-31,winter,3,5,625,True,False
I01796,C0426,S09,Preventive Maintenance Plan,2024-12-06,winter,3,6,594,True,False
I01797,C0295,S09,Preventive Maintenance Plan,2025-11-25,fall,5,5,157,True,True
I01798,C0032,S09,Preventive Maintenance Plan,2025-07-27,summer,4,5,435,False,False
I01799,C0493,S08,Commercial Pest Management,2025-06-01,summer,4,6,549,True,False
I01800,C0041,S09,Preventive Maintenance Plan,2024-07-29,summer,5,7,454,True,False
I01801,C0373,S09,Preventive Maintenance Plan,2025-06-09,summer,5,5,454,True,False
I01802,C0247,S09,Preventive Maintenance Plan,2025-08-03,summer,4,6,644,True,False
I01803,C0382,S09,Preventive Maintenance Plan,2025-01-01,winter,3,5,470,True,True
I01804,C0420,S03,Termite Treatment,2025-03-03,spring,4,9,82,True,False
I01805,C0151,S09,Preventive Maintenance Plan,2025-01-14,winter,5,7,429,True,False
I01806,C0352,S05,Rodent Control,2024-07-13,summer,5,6,131,True,True
I01807,C0214,S03,Termite Treatment,2024-06-22,summer,4,10,676,True,False
I01808,C0013,S02,Termite Inspection,2025-12-05,winter,3,5,596,False,True
I01809,C0326,S02,Termite Inspection,2024-04-06,spring,3,4,125,True,False
I01810,C0151,S01,General Pest Control,2025-04-03,spring,5,5,586,True,True
I01811,C0140,S01,General Pest Control,2025-01-26,winter,3,5,163,True,False
I01812,C0254,S07,Ant & Cockroach Treatment,2025-09-12,fall,3,5,257,True,True
I01813,C0331,S09,Preventive Maintenance Plan,2024-04-27,spring,4,6,417,False,True
I01814,C0386,S04,Bed Bug Treatment,2023-09-14,fall,4,9,683,True,False
I01815,C0205,S01,General Pest Control,2026-04-17,spring,5,5,640,True,True
I01816,C0389,S01,General Pest Control,2025-05-04,spring,5,6,536,True,False
I01817,C0054,S01,General Pest Control,2024-12-01,winter,4,5,133,True,True
I01818,C0353,S05,Rodent Control,2023-06-30,summer,3,6,245,True,False
I01819,C0355,S09,Preventive Maintenance Plan,2024-07-08,summer,4,6,678,True,True
I01820,C0450,S02,Termite Inspection,2025-06-10,summer,4,10,610,True,True
I01821,C0216,S01,General Pest Control,2026-03-19,spring,3,6,381,True,False
I01822,C0272,S01,General Pest Control,2024-05-26,spring,4,4,290,True,True
I01823,C0099,S01,General Pest Control,2023-05-05,spring,4,6,53,True,True
I01824,C0099,S01,General Pest Control,2023-11-19,fall,4,4,252,True,True
I01825,C0348,S02,Termite Inspection,2024-07-25,summer,4,8,159,True,False
I01826,C0305,S08,Commercial Pest Management,2023-08-26,summer,5,6,697,True,True
I01827,C0045,S09,Preventive Maintenance Plan,2023-11-02,fall,5,7,476,True,True
I01828,C0138,S01,General Pest Control,2025-06-24,summer,4,5,317,True,False
I01829,C0069,S08,Commercial Pest Management,2024-05-30,spring,4,6,631,True,True
I01830,C0200,S03,Termite Treatment,2025-10-09,fall,5,9,486,True,True
I01831,C0485,S02,Termite Inspection,2024-05-05,spring,5,6,356,True,False
I01832,C0347,S02,Termite Inspection,2023-10-23,fall,5,6,677,True,True
I01833,C0228,S09,Preventive Maintenance Plan,2024-01-20,winter,4,6,553,True,True
I01834,C0473,S06,Scorpion Control,2024-11-07,fall,4,6,573,True,False
I01835,C0254,S01,General Pest Control,2024-04-12,spring,4,5,360,True,False
I01836,C0281,S08,Commercial Pest Management,2024-10-16,fall,3,5,410,True,False
I01837,C0221,S02,Termite Inspection,2023-12-12,winter,5,7,356,True,False
I01838,C0336,S09,Preventive Maintenance Plan,2023-09-17,fall,4,6,268,True,False
I01839,C0491,S03,Termite Treatment,2024-06-22,summer,4,10,247,True,True
I01840,C0105,S09,Preventive Maintenance Plan,2025-12-04,winter,5,5,717,True,False
I01841,C0086,S06,Scorpion Control,2024-12-02,winter,4,6,728,True,True
I01842,C0053,S09,Preventive Maintenance Plan,2025-09-03,fall,5,5,540,False,False
I01843,C0167,S03,Termite Treatment,2026-04-19,spring,4,8,157,True,True
I01844,C0240,S05,Rodent Control,2024-01-03,winter,5,4,321,True,False
I01845,C0461,S09,Preventive Maintenance Plan,2023-08-09,summer,4,5,34,True,True
I01846,C0286,S09,Preventive Maintenance Plan,2024-03-27,spring,5,5,570,True,True
I01847,C0227,S01,General Pest Control,2025-03-06,spring,4,5,511,True,False
I01848,C0324,S03,Termite Treatment,2025-03-14,spring,3,9,384,True,False
I01849,C0201,S09,Preventive Maintenance Plan,2023-12-21,winter,5,7,535,False,False
I01850,C0149,S04,Bed Bug Treatment,2024-11-08,fall,4,7,686,True,False
I01851,C0269,S09,Preventive Maintenance Plan,2023-05-22,spring,4,4,135,True,False
I01852,C0067,S10,Emergency Pest Response,2026-03-31,spring,5,7,476,True,False
I01853,C0260,S01,General Pest Control,2024-09-10,fall,5,7,407,True,False
I01854,C0436,S02,Termite Inspection,2024-06-20,summer,4,6,74,True,True
I01855,C0345,S02,Termite Inspection,2023-06-02,summer,4,8,300,True,True
I01856,C0381,S07,Ant & Cockroach Treatment,2024-02-20,winter,3,6,171,True,False
I01857,C0060,S01,General Pest Control,2023-12-05,winter,5,6,181,True,False
I01858,C0131,S03,Termite Treatment,2026-04-08,spring,3,9,155,True,True
I01859,C0332,S03,Termite Treatment,2023-12-11,winter,5,8,707,True,False
I01860,C0364,S02,Termite Inspection,2023-10-13,fall,4,5,300,True,True
I01861,C0320,S05,Rodent Control,2025-01-10,winter,3,6,278,True,True
I01862,C0279,S01,General Pest Control,2023-07-01,summer,3,5,536,True,True
I01863,C0170,S06,Scorpion Control,2024-11-24,fall,4,6,509,True,True
I01864,C0320,S07,Ant & Cockroach Treatment,2025-04-24,spring,4,7,570,True,True
I01865,C0465,S09,Preventive Maintenance Plan,2023-08-14,summer,4,6,349,True,True
I01866,C0418,S09,Preventive Maintenance Plan,2023-11-29,fall,4,5,254,True,False
I01867,C0064,S03,Termite Treatment,2024-12-25,winter,4,9,665,True,True
I01868,C0356,S05,Rodent Control,2024-09-20,fall,5,6,344,True,False
I01869,C0244,S01,General Pest Control,2025-03-17,spring,4,6,139,True,True
I01870,C0014,S02,Termite Inspection,2023-06-05,summer,4,9,517,True,True
I01871,C0303,S03,Termite Treatment,2023-08-04,summer,5,10,151,True,False
I01872,C0341,S03,Termite Treatment,2023-05-18,spring,5,8,550,True,False
I01873,C0381,S02,Termite Inspection,2025-01-07,winter,3,4,130,True,False
I01874,C0111,S02,Termite Inspection,2025-02-22,winter,3,5,442,True,False
I01875,C0019,S05,Rodent Control,2023-07-10,summer,3,7,535,True,False
I01876,C0171,S09,Preventive Maintenance Plan,2024-04-27,spring,5,4,254,True,False
I01877,C0282,S01,General Pest Control,2024-03-21,spring,4,4,302,True,False
I01878,C0353,S05,Rodent Control,2025-09-08,fall,4,6,444,True,True
I01879,C0249,S02,Termite Inspection,2024-09-26,fall,4,6,304,True,True
I01880,C0208,S02,Termite Inspection,2024-03-24,spring,5,7,640,True,True
I01881,C0348,S02,Termite Inspection,2024-02-26,winter,3,8,545,True,True
I01882,C0298,S07,Ant & Cockroach Treatment,2023-07-20,summer,3,5,204,True,True
I01883,C0147,S02,Termite Inspection,2023-07-08,summer,4,8,370,True,False
I01884,C0176,S02,Termite Inspection,2024-12-14,winter,4,5,211,True,True
I01885,C0314,S01,General Pest Control,2025-04-28,spring,4,6,39,True,False
I01886,C0479,S09,Preventive Maintenance Plan,2024-04-29,spring,5,5,513,True,False
I01887,C0014,S01,General Pest Control,2025-09-22,fall,5,6,726,True,True
I01888,C0224,S01,General Pest Control,2024-10-16,fall,3,4,126,True,False
I01889,C0285,S05,Rodent Control,2025-03-29,spring,4,6,493,True,False
I01890,C0329,S04,Bed Bug Treatment,2024-02-26,winter,2,8,403,True,False
I01891,C0357,S03,Termite Treatment,2025-12-15,winter,4,9,371,True,True
I01892,C0351,S07,Ant & Cockroach Treatment,2025-09-12,fall,3,5,145,True,True
I01893,C0420,S08,Commercial Pest Management,2024-12-11,winter,5,4,51,True,True
I01894,C0361,S01,General Pest Control,2023-08-20,summer,4,5,539,True,True
I01895,C0145,S09,Preventive Maintenance Plan,2023-06-29,summer,4,6,471,False,True
I01896,C0391,S02,Termite Inspection,2024-06-18,summer,4,7,140,True,False
I01897,C0096,S04,Bed Bug Treatment,2024-03-17,spring,5,9,490,True,False
I01898,C0234,S02,Termite Inspection,2025-11-12,fall,5,7,633,False,False
I01899,C0493,S03,Termite Treatment,2024-02-24,winter,3,6,225,True,True
I01900,C0329,S01,General Pest Control,2025-03-16,spring,4,7,495,False,True
I01901,C0312,S09,Preventive Maintenance Plan,2026-02-28,winter,5,4,325,True,True
I01902,C0475,S03,Termite Treatment,2024-03-03,spring,4,8,183,False,True
I01903,C0451,S05,Rodent Control,2024-09-01,fall,4,5,710,True,False
I01904,C0009,S01,General Pest Control,2026-03-05,spring,5,4,71,True,False
